month,stock,marketcap,rank,excess_returns
2002-11-29T00:00:00Z,GE,269,2,0.07206505
2002-11-29T00:00:00Z,MSFT,308,1,0.077535893
2002-12-31T00:00:00Z,MRK,127,10,-0.042399767
2002-12-31T00:00:00Z,IBM,130,9,-0.109475425
2002-12-31T00:00:00Z,AIG,150,8,-0.112481637
2002-12-31T00:00:00Z,JNJ,159,7,-0.059148562
2002-12-31T00:00:00Z,C,181,6,-0.096010368
2002-12-31T00:00:00Z,PFE,188,5,-0.031547711
2002-12-31T00:00:00Z,WMT,222,4,-0.062599407
2002-12-31T00:00:00Z,XOM,235,3,0.002923039
2002-12-31T00:00:00Z,GE,242,2,-0.09566316
2002-12-31T00:00:00Z,MSFT,276,1,-0.104775429
2003-01-31T00:00:00Z,MRK,124,10,-0.022552325
2003-01-31T00:00:00Z,IBM,132,9,0.008035885
2003-01-31T00:00:00Z,AIG,141,8,-0.065478182
2003-01-31T00:00:00Z,JNJ,159,7,-0.002863532
2003-01-31T00:00:00Z,C,176,6,-0.018302892
2003-01-31T00:00:00Z,PFE,187,5,-0.002978273
2003-01-31T00:00:00Z,WMT,210,4,-0.054652583
2003-01-31T00:00:00Z,XOM,229,3,-0.023609335
2003-01-31T00:00:00Z,GE,230,2,-0.050691972
2003-01-31T00:00:00Z,MSFT,253,1,-0.083011863
2003-02-28T00:00:00Z,MRK,118,10,-0.048561735
2003-02-28T00:00:00Z,AIG,128,9,-0.090146015
2003-02-28T00:00:00Z,IBM,131,8,-0.002170133
2003-02-28T00:00:00Z,JNJ,155,7,-0.018626752
2003-02-28T00:00:00Z,C,171,6,-0.031149755
2003-02-28T00:00:00Z,PFE,183,5,-0.018686105
2003-02-28T00:00:00Z,WMT,212,4,0.004539683
2003-02-28T00:00:00Z,XOM,227,3,0.002110396
2003-02-28T00:00:00Z,GE,240,2,0.046876882
2003-02-28T00:00:00Z,MSFT,253,1,0.001093399
2003-03-31T00:00:00Z,MRK,123,10,0.044690443
2003-03-31T00:00:00Z,AIG,128,9,0.003209027
2003-03-31T00:00:00Z,IBM,135,8,0.005155688
2003-03-31T00:00:00Z,JNJ,171,7,0.10233469
2003-03-31T00:00:00Z,C,177,6,0.032293352
2003-03-31T00:00:00Z,PFE,191,5,0.043937133
2003-03-31T00:00:00Z,WMT,228,4,0.083441496
2003-03-31T00:00:00Z,XOM,233,3,0.026336889
2003-03-31T00:00:00Z,GE,254,2,0.059290561
2003-03-31T00:00:00Z,MSFT,259,1,0.020518594
